Account,Fund,Dept,PROGRAMClass,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation commited amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14082,SG2002-101,Central Village Small Area Plan -  II  (fka Galaxie Avenue),City of Apple Valley,0000020921A1,"Phase II (with funding from the 2002 grant) moves to plan implementation with a market study, architectural plans, stormwater and traffic plans.","Market study, architectural plans, stormwater and traffic plans",Central Village,N/A,Closed,," $	30,000.00 "," $	30,000.00 ",,Galaxie Ave. at 153rd Street west - Apple Valley,Apple Valley,Dakota,16,57A,7/24/02,,12/31/04,,,,,10/18/02,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,243,09999,000,000,14271,SG2003-118,Lebanon Valley Place,City of Apple Valley,0000020921A1,"Gap financing to assist a 36-unit, 4-story elevator building at 153rd and Founders Lane. This funding request is to assist with closing a funding gap of $740,000 to facilitate new construction of a new 36-unit, 4-story elevator building a 153rd Street and Founders Lane in Apple Valley.The development willinclude units reserved for disabled individuals or individuals with mental illness, many of whom will be low-wage workers.  Other units will be affordable to other low wage, local workforce participants.  The housing, which will be developed at nearly 47 units per acre, will be built adjacent to a large mixed-use development being developed in downtown Apple Valley.  The City of Apple Valley is contributing $170,000 of CDBG funds and the Dakota County CDA is not only contributing $560,000 and tax credit issuance authority in excess of $2 million, but it will also provide nine units of Project Based Section 8 Rent Assistance (PBA) that will help residents with very low incomes afford to live in the development.  All 36 one-bedroom units will be affordable to very low income individuals ($16,110 annual income), with nine of the units using PBA to ensure affordability.",Construction of 36 affordable rental housing units,,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,153rd and Founders Lane - Apple Valley,Apple Valley,Dakota,16,57A,11/12/03,,12/31/05,,,,,2/23/04,,,,,,2003,,01009,LHIA Historical Data,LHIA 
5821,242,09999,000,000,14940,SG2010-127,Master TOD Development Plan,City of Apple Valley,0000020921A1,"When the construction of Cedar Avenue is completed and bus rapid transit service begins in 2012, the City of Apple Valley expects that there will be increased market demand for housing and supporting commercial development in the areas adjacent to the high-frequency transit corridor. The City has requested $60,000 to hire a consultant to create a station area guide plan, conduct a market study and create land use controls and design standards for properties within the one-half mile area surrounding the on-line Cedar Avenue transit stations, which include the recently opened Apple Valley Transit Station along with the planned station stops at 140th Street and 147th Street. The primary objective of the project will be to provide the City with a set of tools that will guide development areas to take advantage of the enhanced transit service on the Cedar Avenue corridor through transit-oriented design.",TOD development plan,,N/A,Closed,2010-402," $	60,000.00 "," $	60,000.00 ",,Cedar Ave between McAndrews and 150th St W in Apple Valley,Apple Valley,Dakota,16,57A,12/8/10,,12/31/12,,1/26/11,1/14/11,2/17/11,2/24/11,3/2/11,,,,,2010,11001748,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14952,SG2010-139,Market Analysis for the Hanson Concrete Site,City of Apple Valley,0000020921A1,"The Hanson Concrete Plant, which closed in March 2010, is located on 80 acres northwest of the intersection of Johnny Cake Ridge Road and County Road 42. Hanson Concrete has contracted to sell the remaining inventory on the site, which is expected to be cleared from the property within one year and will leave the site vacant. It is unlikely that another concrete manufacturer will take over the plant because the equipment is outdated and independent consultants have informed the city that it would not be economically feasible to update it. The plant closure resulted in a loss of 100 jobs but leaves 80 acres of industrially zoned property available. The City completed an office/industrial market potential study in 2006 to estimate the future demand for office and industrial space in Apple Valley, which estimated that 235 acres of office/business park land could be absorbed by 2025. Based on that study, the City's 2030 Comprehensive Plan anticipated the conversion of approximately 230 acres of land currently being used for sand and gravel mining into a Mixed Business Campus over the next 20 years. The City's 2030 Comprehensive Plan did not anticipate the plant closure because Hanson had informed the City that Hanson expected to remain on the site for the foreseeable future. The City will complete a market analysis of the site and use the information to identify key elements of a land use plan. The 2030 Comprehensive Plan designated the site for industrial uses, and the City continues to support industrial users on the property, preferably a larger user or multiple users.",Redevelopment plan,,N/A,Closed,2010-402," $	50,000.00 "," $	50,000.00 ",,NW of the intersectin of Johnny Cake Ridge Road and Cty Rd 42 in Apple Valley,Apple Valley,Dakota,16,57A,12/8/10,,12/31/12,12/31/12,1/26/11,1/14/11,2/17/11,2/24/11,3/2/11,,,,,2010,11002925,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14083,SG2002-102,Twin Cities Army Ammunition Plant (TCAAP) Reuse,City of Arden Hills,0000020922A2,"The Twin Cities Army Ammunition Plant (TCAAP) site is 2300 acres and encompasses approximately one-third of the City's land area.  It is currently one of the largest tracts of undeveloped land in the metropolitan area.  With the recent indication that the Army may make portions of the property available for reuse, the City is initiating detailed land use and infrastructure planning to ensure that the property is reused consistent with community, sub-regional, and regional expectations.",redevelopment plan,,N/A,Closed,," $	75,000.00 "," $	75,000.00 ",,Twin Cities Army Ammunition Plant site - Arden Hills,Arden Hills,Ramsey,10,42A,7/24/02,,12/31/07,,,,,11/1/02,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,241,09999,000,000,14426,SG2006-072,Gateway Center,City of Arden Hills,0000020922A2,"The Gateway Center project is located at 501 West Lawson Avenue (NE corner of I-35W and I-694) in Arden Hills. The building on the site first was used as a rendering plant, then to manufacture foam insulation and, most recently, by ATS Steel as a facility for cutting and grinding operations. Costs eligible for TBRA reimbursement include investigation, RAP preparation/oversight and cleanup costs related to soil and ground water contamination. Funding requests include $200,000 TBRA, $600,000 DEED and $50,000 from Ramsey County. The planned end use is a 23.5-acre campus including two 8-story office buildings (480,000 sq ft.). Total projected investment in the project is $76,500,000. An increase of $1.9 million in annual property taxes is expected, along with the creation of 400 new living-wage jobs.",Office,,N/A,Closed,2006-163," $	200,000.00 "," $	200,000.00 ",,501 West Lawson Avenue  in Arden Hills,Arden Hills,Ramsey,10,42A,6/28/06,,6/30/08,,,,,10/10/06,,,,,,2006,06008128,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,242,09999,000,000,14038,SG1999-174,"I-35W Corridor Coalition Build Out Study - Blaine, designated city to administer funds",City of Blaine,0000020925A2,"Conduct a $350,000 build-out study and a $350,000 transit study for the I-35W corridor, through the Coalition's coordinating group, with consultant assistance; enhance and expand data sets; add new GIS data sets; research and develop subregional planning models; develop a preferred development option and recommended transit corridor options; and research and craft implementation strategies. Council staff will participate in the study to ensure compatibility with regional plans and goals.",Build-out study & transit study,I-35W Corridor Coalition,N/A,Closed,," $	700,000.00 "," $	700,000.00 ",,7 cities bordering I-35 W north - Blaine,Blaine,Anoka,10,38A,12/1/99,,12/3/02,,,,,2/4/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,243,09999,000,000,14232,SG2000-034,"Discount Loan Home Improvement Program - Blaine, designated city to administer funds",City of Blaine,0000020925A2,"Complement a combined commitment of $250,000 from these cities to be allocated to a Discount Loan Home Improvement Program, used to write down by 2 percent the interest rate for borrowers with MHFA's Community Fix-Up Fund Program to make home improvements to 1940-60s ramblers and Cape Cod homes in the cities. The program will provide an innovative approach to addressing housing quality and affordability while enhancing community stabilization through this incentive for homeowners to improve and remain in their homes. Income of participating homeowners will not exceed 115% of median income in Columbia Heights, Fridley and St. Louis Park.  In Blaine and Coon Rapids this limit will be 80% of median income.",Rehabilitate an indeterminate number of single family ownership housing units,,N/A,Closed,," $	125,000.00 "," $	83,594.86 ",,"Various: Blaine, C. Rapids, Fridley, St. Louis Pk. - Blaine",Blaine,Anoka,10,37A,5/24/00,,12/31/02,,,,,6/21/00,,,,,,2000,,01009,LHIA Historical Data,LHIA 
5821,244,09999,000,000,14311,SG2000-114,North Pointe Townhomes,City of Blaine,0000020925A2,"Assist  with development of North Pointe Townhomes, an 18-unit rental townhome development proposed for a 2.5-acre site. A walking path will connect the site to an adjacent strip mall that includes many retail and other services. The development will include a mix of affordable and market-rate units that will benefit from substantial cost avoidance as the result of reduced local requirements and a density bonus.",Multifamily housing,,N/A,Closed,," $	300,000.00 "," $	300,000.00 ",,1 block east of Central at 127th Lane NE - Blaine,Blaine,Anoka,10,37B,1/22/00,,12/31/02,,,,,7/17/01,,,,,,2000,,02810,IHA Historical Data,Inclusionary Housing Account
5821,242,09999,000,000,14058,SG2001-097,Town Square,City of Blaine,0000020925A2,"The City is applying for architectural, land planning, and market feasibility technical assistance to develop Town Square.  Town Square is a 23-acre site located in the geographic center of the community and adjacent to the new 97,000 square foot City Hall.  The studies will determine the appropriate land use mix, architectural style, project intensity and residential density appropriate for Town Square.  The development will be on an urban scale that will provide places to live, shop, work and recreate via vehicle and pedestrian modes.","The studies will determine the appropriate land use mix, architectural style, project intensity and residential density appropriate for Town Square.",,N/A,Closed,," $	20,000.00 ", $	-   ,,SE corner of 109th Ave and Radisson Road - Blaine,Blaine,Anoka,10,37B,11/1/01,,12/31/02,,,,,,,,,,,2001,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,243,09999,000,000,14719,SG2009-086,Northgate Woods,City of Blaine,0000020925A2,"The project involves the acquisition, rehabilitation and preservation of a 75-unit development originally built in 1980, consisting of 45 townhome units and 30 elderly units in Blaine.  The development has a project-based Section 8 Housing Assistance Payment (HAP) contract for all of its units, and is at risk of converting to market rate housing.  Funding this project provides an opportunity to maintain and preserve a valuable suburban housing resource for the long term.  Units will remain affordable for 30 years. The entire project consists of 29 one-bedroom units, 29 two-bedroom units, 13 three-bedroom units, and 4 four-bedroom units.  All units will be affordable to households at 50% or less of area median income ($41,950 for a family of four). Four of those units will be set aside and marketed to households experiencing long-term homelessness.  Rents (including utilities) range from $820 to $1,089.  Local resources used to match the LHIA funds include $225,000 in Anoka County HOME funds and $295,000 in CDBG funds, as well as $20,000 from the Blaine EDA.  LHIA funds will be used for costs associated with acquisition or rehabilitation of the units.",Rehabilitation of 45 38 affordable rental townhome housing units and 30 affordable senior rental housing units,,N/A,Closed,2010-063," $	400,000.00 "," $	400,000.00 ",,1530 123rd Lane NE Blaine,Blaine,Anoka,10,37B,2/24/10,,12/31/11,,2/25/10,3/4/10,8/16/10,8/17/10,8/18/10,,,,,2009,10002469,01009,LHIA Historical Data,LHIA 
5821,241,09999,000,000,14404,SG2005-054,Former Lee's Wrecking,City of Blaine,0000020925A2,"The city of Blaine seeks TBRA cleanup funding for the Former Lee?s Wrecking site located at 11808 Central Avenue NE.  Former use of the site for automobile wrecking has left a variety of contaminants including metals, petroleum hydrocarbons, asbestos-containing materials and various auto parts.  TBRA funds will be used as part of the match to a DEED grant request for soil and groundwater remediation.  This site is part of a larger redevelopment area planned to include medical offices, a large home improvement store and a grocery store.  
Eligible reimbursable costs include investigation, soil excavation and disposal, groundwater sampling and testing, well and septic monitoring and environmental consulting and reporting.  Total cleanup costs are about $ 977,670, which is about 10% of the redevelopment costs.",Retail and medical,Lee's Wrecking,N/A,Closed,," $	119,360.00 "," $	119,360.00 ",,11808 Central Avenue NE - Blaine,Blaine,Anoka,10,37B,6/29/05,,6/30/07,,,,,8/16/05,,,,,,2005,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14427,SG2006-073,Medical Center (former Lee's Wrecking) - I,City of Blaine,0000020925A2,"The Medical Center (former Lee's Wrecking) project is located at 11808 Central Avenue South. Initial cleanup investigation and implementation at the site significantly underestimated the amount of contamination. The supplemental TBRA funding award ($62,400) is to be used for additional soil remediation. The planned end use is an 85,000 sq ft. medical center on a 7.65-acre site. A $13,000,000 investment is expected to result in 35 new jobs (90% living wage) and a $300,000 increase in annual property taxes.",Medical,Lee's Wrecking,N/A,Closed,2006-163," $	62,400.00 "," $	62,400.00 ",,11808 Central Avenue South in Blaine,Blaine,Anoka,10,37B,6/28/06,,6/30/08,,,,,11/3/06,,,,,,2006,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14443,SG2006-173,Medical Center (former Lee's Wrecking) - II,City of Blaine,0000020925A2,"The applicant is requesting supplemental funding for additional soil remediation of a 7.65-acre site formerly used as automobile scrap yard. Contamination identified includes DRO, VOC, SVOC, PAH, cyanide, metals (antimony, arsenic, cadmium, copper iron, selenium and lead in soil; manganese and cyanide in groundwater). Completed remediation activities include removal of petroleum-impacted and partial removal of lead-impacted soil. Upon review, $158,594 of the costs for remediating additional lead-impacted soil, installation of soil vapor barriers and environmental oversight were deemed eligible. The amount awarded was based on the TBRA funds available in the grant round after other higher priority projects were funded. Funds are to be used for remediating 7,000 cubic yards of additional impacted soil, dewatering, installation of soil vapor barriers, and environmental oversight.  Expected benefits include the development of an 85,000 sq. ft. 3-story medical office building with an increase of $323,396 in net tax capacity and $8.6 million of private investment.",Medical,Lee's Wrecking,N/A,Closed,2006-322," $	64,000.00 "," $	64,000.00 ",,"11808 Central Ave. NE, Blaine,",Blaine,Anoka,10,37B,1/17/07,,12/31/08,,,,,3/15/07,,,,,,2006,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14159,SG2000-058,9011 University Avenue,City of Blaine EDA,0000020925A2,"Assist the Blaine Economic Development Authority with abatement of asbestos in a blighted building that has been vacant for about three years.  The asbestos is contained in the wall and ceiling surfaces, kitchen flooring, mastic under carpets and floor tile, and other locations.  The asbestos will be removed and disposed of in accordance with MN Department of Health requirements.  The building will then be renovated as a DC Music USA retail store.",Redevelopment into retail,,N/A,Closed,," $	20,410.00 "," $	20,410.00 ",,9011 University Ave. NE - Blaine,Blaine,Anoka,10,37A,6/21/00,,,,,,,7/20/00,,,,,,2000,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14968,SG2010-156,Gardenwood,City of Blaine EDA,0000020925A2,"The grantee requested $106,463 in TBRA funding and $614,212 from DEED for environmental investigation, soil remediation, ground water monitoring and well sealing on a 25-acre site formerly used as a sand and gravel mining area that was backfilled with fill from an unknown source which was later determined to be contaminated with polycyclic aromatic hydrocarbons (PAHs), metals and petroleum-related impacts.",Development of 25 housing units including seven affordable units.,,N/A,Closed,2011-19," $	250,000.00 "," $	250,000.00 ",,"NE quadrant Lexington & Gardenwood Parkway, Blaine",Blaine,Anoka,10,38A,1/26/11,,12/31/12,,2/8/11,2/25/11,3/10/11,3/11/11,3/11/11,,,,,2010,11002102,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14133,SG1998-138,Market Pointe,City of Bloomington,0000026809A5,"Clean landfill debris from the former France Avenue Dump which was adjacent to the Market Pointe property, and remove asbestos and hazardous materials in two buildings on the site.  Five businesses and surface parking are current uses for the site which, following clean up, will be redeveloped for substantially more attractive uses.  Ryan Companies Inc. intends to redevelop the site with three Class A office buildings (748,000 square feet) and a four-level parking ramp in a campus setting.",Office,,N/A,Closed,," $	788,128.00 "," $	788,128.00 ",,4350 - 4400 w. 78TH St. - Bloomington,Bloomington,Hennepin,5,49B,12/17/98,,,,,,,2/12/99,,,,,,1998,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14218,SG1999-117,Lyndale Avenue Townhomes,City of Bloomington,0000026809A5,"These funds are for the new construction of 23 permanent rental, two-story townhouse units contained in 7 buildings on two scattered sites on Lyndale Avenue.  The project includes 6 Hollman units.  Seventy-four percent of the units will serve incomes at or below 50 percent of the area median income. The Hollman units will serve incomes at or below 30 percent of area median income.  The sites are approved by the city as residential redevelopment districts.",Construction of 23 rental townhome housing units,Lyndale Avenue Townhomes,N/A,Closed,," $	119,000.00 "," $	119,000.00 ",,S. Lyndale at 94th to 96th Sts. - Bloomington,Bloomington,Hennepin,5,50B,8/25/99,,6/30/00,,,,,1/5/00,,,,,,1999,,01009,LHIA Historical Data,LHIA 
5821,244,09999,000,000,14305,SG2000-042,Lyndale Avenue Townhomes,City of Bloomington,0000026809A5,"Assist in the construction of 23 permanent rental, two-story townhouse units contained in seven buildings on two scattered sites on Lyndale Avenue. The site is on a Metro Transit bus line, and abundant retail and other services are within close proximity. The two- and three-bedroom units will rent at rates affordable to very low-income families and will include several MHOP/Hollman public housing units.",Multifamily housing,Lyndale Avenue Townhomes,N/A,Closed,," $	274,000.00 "," $	274,000.00 ",,"8301, 8500 Lyndale Ave. South - Bloomington",Bloomington,Hennepin,5,50A,5/24/00,,12/31/01,,,,,7/20/00,,,,,,2000,,02810,IHA Historical Data,Inclusionary Housing Account
5821,241,09999,000,000,14170,SG2000-128,National Handicapped Housing Institute,City of Bloomington,0000026809A5,"Assist the Bloomington HRA with clean up of a site comprised of four properties where previous owners had cleaned the site sufficiently by 1995 to allow it to remain vacant. However, clean up of remaining contamination necessary to make the land suitable for redevelopment proved to be more costly than the city realized when it acquired the properties for redevelopment.  Once clean up is completed, the National Handicapped Housing Institute, Inc. plans to construct a 21-unit apartment building for physically disabled adults with very low incomes.",Multifamily housing,,N/A,Closed,," $	161,319.00 "," $	161,319.00 ",,95th Street between Garfield and Lyndale - Bloomington,Bloomington,Hennepin,5,50B,1/22/01,,12/31/02,,,,,2/20/01,,,,,,2000,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14248,SG2001-134,Southview Estates,City of Bloomington,0000026809A5,"Support a new 47-unit, mixed-income apartment structure in close proximity to jobs and well served by transit. Southview Estates will consist of 6 one-bedroom units, 23 two-bedroom units and 18 three-bedroom units in an elevator building.  All of the one-bedroom units and 4 of the two-bedroom units will be rented at market rate rents.  The balance of the units will be affordable to households at or below 50 percent of area median income.  Ten of the units will be Project-based Section 8, serving households at 30 percent of area median income.","Construction of 47 rental housing units, 37 affordable",,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,8916 Lyndale Ave. South - Bloomington,Bloomington,Hennepin,5,50A,12/5/01,,12/31/03,,,,,3/5/02,,,,,,2001,,01009,LHIA Historical Data,LHIA 
5821,241,09999,000,000,14186,SG2002-073,Bloomington Corporate Center,City of Bloomington,0000026809A5,"Help remove asbestos and hazardous materials from buildings on the former Control Data campus south of the Minneapolis-St. Paul International Airport.  Two low-rise buildings on the site were constructed with asbestos-containing materials that must be removed prior to demolition.  There is also an underground pipe containing asbestos that must be removed.  A third low-rise building will also be demolished.  Demolition of the three buildings will make way for a future higher-density, mixed-use development with housing, office space, a hotel/exhibition hall and two parking ramps.  The Mall of America and planned light-rail transit are nearby.",Mixed-use development,,N/A,Closed,," $	736,000.00 "," $	736,000.00 ",,SW corner of 34th Ave. south and East 80th St. - Bloomington,Bloomington,Hennepin,5,50B,6/26/02,,12/31/04,,,,,10/21/02,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14259,SG2002-150,Essex Knoll,City of Bloomington,0000026809A5,"Assist in the acquisition and clearance of property, and subsequent construction of eight three-bedroom homes in the Essex Knoll area.  The units will be sold to low-income households (those with an income less than 60 percent of the county median income limit).",Construction of 8 single-family affordable housing units,,N/A,Closed,," $	80,000.00 "," $	80,000.00 ",,Nicolett Ave at 102nd Street - Bloomington,Bloomington,Hennepin,5,50B,11/13/02,,12/31/03,,,,,3/31/03,,,,,,2002,,01009,LHIA Historical Data,LHIA 
