Account,Fund,Dept,PROGRAMClass,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation commited amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,243,09999,000,000,14205,SG1997-021,Community Enhancement Program,City of Bloomington HRA,0000026809A3,"Support the city's Community Enhancement Program activities, designed to serve buyers with incomes less than 80 percent of the area median, by: providing funds to acquire and demolish substandard homes and construct eight to ten single-family homes for lower income buyers; assisting with financing for purchase/rehabilitation or refinance/rehabilitation of seven to ten single-family homes; providing no-interest loans for rehabilitation of affordable single-family homes within the city's Community Neighborhood Areas.",Construction of 8-10 affordable ownership single family housing units,,N/A,Closed,," $	225,000.00 "," $	225,000.00 ",,various single family lots - Bloomington,Bloomington,Hennepin,5,50A,12/19/96,,,,,,,3/26/97,,,,,,1996,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14704,SG2007-125,The Crossings at Valley View,City of Bloomington HRA,0000026809A3,"The project involves the construction of a 50-unit, 4-story apartment building with elevator and underground parking on a site previously occupied by a mobile home park located at 8735 Portland Avenue South in Bloomington. This development is part of a larger housing plan, with a 166-unit senior housing development adjacent to this property. The development will occupy approximately 2 acres of the original 5.64 acre mobile home site. A library is located directly south of the site. Other adjacent properties contain single-family residences. An elementary and middle school are also located within two blocks of the development.  The project consists of 24 two-bedroom, 22 three-bedroom and 4 units of permanent supportive housing for families experiencing long term homelessness. Four of the units will be affordable to households at 30% of the area median income ($23,550 for a family of four); the remaining units will be affordable to households at 50 percent of the area median income ($39,250 for a family of four). Rents (including utilities) will range from $233 to $1,020.",Construction of 50 affordable rental housing units,,N/A,Closed,," $	250,000.00 "," $	250,000.00 ",,"8735 Portland Ave So, Bloomington - NW quadrant of the Portland and 85th St intersection",Bloomington,Hennepin,5,50A,12/12/07,,12/31/09,,1/11/08,5/22/08,6/3/08,6/10/08,6/11/08,,,,,2007,08004634,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14222,SG1999-122,Co-Op Northwest Community Revitalization Corporation,City of Brooklyn Park,0000020926A1,"Assist in the rehabilitation of a 22-year-old two-unit split level twinhome in Brooklyn Park. The funding of this proposal will impact the local community by continuing an effort in Brooklyn Park neighborhoods to eliminate blight by stabilizing declining communities and providing affordable homeownership opportunities for local residents. The applicant will sell the homes to buyers at 65 percent or less of area median income. Funds will be used to defray rehabilitation, value gap and development expenses.",Rehabilitation of 2 ownership townhome housing units,,N/A,Closed,," $	40,000.00 "," $	40,000.00 ",,4225 & 4229 83rd Circle Brooklyn Park - Brooklyn Park,Brooklyn Park,Hennepin,2,40A,8/25/99,,6/30/01,,,,,8/8/00,,,,,,1999,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14249,SG2001-135,Heart of the City,City of Burnsville,0000020927A1,"Help construct a 34-unit townhome development, one of the first residential developments in the Heart of the City project that, when completed, will include as many as 775 housing units (20 percent of them affordable) and 800 jobs. Housing in this townhome development will consist of 8 one-bedroom, 17 two-bedroom and 9 three-bedroom units.  All of the units will be restricted to families at or below 60 percent of area median income, but rents proposed will also be affordable to households between 30 percent and 50 percent of area median income respectively.  The city is contributing a number of infrastructure improvements that will benefit this affordable housing development and reduce the potential costs.",Construction of 34 affordable rental townhome housing units,Heart of the City,N/A,Closed,," $	100,000.00 "," $	100,000.00 ",,"East Travelers Trail, and 1st Ave. - Burnsville",Burnsville,Dakota,15,56B,12/5/01,,12/31/03,,,,,3/14/02,,,,,,2001,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14227,SG1999-135,Chanhassen Family Housing,City of Chanhassen,0000020930A2,"This grant was intended to assist with development of a 34-unit, two-story townhouse development within a 414-unit life-cycle housing development on 80 acres called Arboretum Village.  The 34 units were planned to be in eight buildings on one site.  Four of the units would have been Hollman public housing units, with the surrounding area including residential uses. A strip mall is proposed to the south of the site,  which has good access to transportation, schools and employment.  Ultimately the city declined the grant funds, which were subsequently recommitted for new projects.",Construction of 34 units of townhouse rental housing units,,N/A,Closed,," $	200,000.00 ", $	-   ,,corner of Hwy 41 and 5 - Chanhassen,Chanhassen,Carver,3,47B,8/25/99,,12/31/00,,,,,,,,,,,1999,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14291,SG2005-111,Gateway Place,City of Chanhassen,0000020930A2,"The proposal involves the new construction of a three-story elevator building with underground parking in Chanhassen.  The development will provide 48 housing tax credit units of general occupancy housing.  The site location currently has a rural feel to it, but is within a few miles of Chanhassen's main commercial node on Highway 5 with access to services, retail, city offices, recreation and entertainment.  The development will be located at the same interchange as the new SouthWest Transit Station. The project consists of 6 one-bedroom, 27 two-bedroom and 15 three-bedroom units.  All of the units will be affordable to households at 50 percent of the area median income ($38,500 for a family of four).  Rents (including utilities) will range from $721 to $1,001.  It is recommended the Council contribute a total of $300,000 in LHIA funds.  The project will also be recommended to receive Section 8 vouchers for project based rental assistance through the Metro HRA later this year.",Construction of 48 affordable rental housing units,,N/A,Closed,," $	300,000.00 "," $	300,000.00 ",,Southwest corner of Hwy. 101 & Lake Susan Drive - Chanhassen,Chanhassen,Carver,3,47B,12/7/05,,12/31/07,,,,,2/24/06,,,,,,2005,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14204,SG1996-075,East Creek Carriage Homes,City of Chaska,0000020931A2,"Funds will acquire land and construct a 39-unit townhouse development for large families, offering two-, three- and four-bedroom units, including five Hollman public housing units. Fourteen of the townhome units will be available at 50 percent of the statewide median income and 25 at 50 percent of the county median income level.",Construction of 39 affordable rental townhome housing units,,N/A,Closed,," $	130,000.00 "," $	130,000.00 ",,11800 Ravoux Road - Chaska,Chaska,Carver,4,47B,6/13/96,,,,,,,1/29/97,,,,,,1996,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14213,SG1998-133,East Creek Acres,City of Chaska,0000020931A2,"Help construct 24 affordable single-family homes in downtown Chaska that will be sold to households earning 50, 60 and 80 percent of area median income. The city of Chaska has committed to paying over half of the street and city improvements for the site, located in a tax-increment financing district. The Carver County HRA is a partner with the City on this project. Five of the homes will be constructed by Habitat for Humanity.",Construction of 24 affordable single-family homes,East Creek Acres,N/A,Closed,," $	200,000.00 "," $	200,000.00 ",,Ravoux Road - Chaska,Chaska,Carver,4,47B,5/22/97,,,,,,,12/17/98,,,,,,1998,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14254,SG2002-063,Riverwoods Development,City of Chaska,0000020931A2,"Assist with acquisition of land for construction of 16 units of permanent affordable housing.  This land will be part of the Chaska Land Trust. This project is part of a larger housing development consisting of 72 units, helping to create a diverse mix of housing types and affordability in the community.  The land trust units will be sold to buyers earning 50 percent of area median income.  Units not included in the land trust will be sold to create economic diversity in the following manner: 40 percent (28 units) will be set aside for homebuyers with incomes at or below 80 percent of area median income; 40 percent (28 units) will be set aside for buyers with incomes at or below 100 percent of area median income.",Construction of 16 affordable land trust single family housing units,,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,"South of Stoughton, East of Boldt, west of Zemble - Chaska",Chaska,Carver,4,47B,5/22/02,,12/31/03,,,,,7/18/02,,,,,,2002,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14263,SG2003-059,Chaska Community Land Trust,City of Chaska,0000020931A2,Provide funds to purchase land for 8 single family homes in the Clover Ridge Development,Construction of 8 single family land trust housing units,,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,Clover Ridge Development - Chaska,Chaska,Carver,4,47B,5/14/03,,12/31/04,,,,,9/1/04,,,,,,2003,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14295,SG2006-153,Clover Field Townhomes,City of Chaska,0000020931A2,"Funds are requested to be used to enhance the affordability of townhomes for low-and moderate-income households and underserved households. The proposed townhome development is located on the western edge of the Jonathan Neighborhood in the larger Clover Ridge Development site.  When complete, the neighborhood development will have over 1,000 new housing units.  The development is located within one mile of 4,500 jobs.  Immediately to the south of the neighborhood is a planned office-industrial park which is expected to create 3,000 new jobs between 2007 and 2010.  The land trust program leverages contributions and discounts committed by the city, builder and developer.The funds will enable households with incomes at 50%-60% of area median income to purchase a new three-bedroom townhome in the Clover Field neighborhood of Chaska.  The three units will be placed in the Chaska Community Land Trust  (CCLT) and remain permanently affordable to buyers under 60 percent of the area median income. The Chaska Community Land Trust received a LHIA grant in 2004 for $150,000 to assist with 8 units in another area of the Clover Ridge Development site.",Construction of an indeterminate number of affordable townhome housing units,Clover Ridge,N/A,Closed,," $	75,000.00 "," $	75,000.00 ",,"One city Hall Plaza, Chaska MN 55318",Chaska,Carver,4,47B,12/13/06,,12/31/08,12/31/09,10/29/08,11/3/08,11/18/08,1/29/07,11/24/08,,,,,2006,S07001056,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14255,SG2002-064,Home Rehabilitation Incentive Program,City of Columbia Heights,0000020933A3,"Design and administer a rehab incentive program, offering a cash rebate to homeowners who complete home improvement projects.  This rebate is part of the rehabilitation work and is not a cash payment to the homeowner.  The rebate is calculated as a percentage of the improvement work:15 percent for homeowners at or below 50 percent of median income; 12 percent for those at or below 80 percent; and 10 percent for those with an income between 80 and 115 percent of median income.  The maximum rebate is $3,000.  The project is expected to generate approximately $340,000 in home rehabilitation for about 27 households.",Rehabilitate up to 27 affordable single family housing units,,N/A,Closed,," $	25,000.00 "," $	25,000.00 ",,City of Columbia Heights - Columbia Heights,Columbia Heights,Anoka,2,41B,5/22/02,,12/31/03,,,,,7/18/02,,,,,,2002,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14264,SG2003-047,Columbia Heights - Greater Metropolitan Housing Corporation,City of Columbia Heights,0000020933A3,Develop 6 new homes and acquire/rehab 7 existing homes in the city.,Construction of 6 indeterminate rate single family ownership housing units and rehabilitation of 7 single family ownership housing units,,N/A,Closed,," $	95,000.00 "," $	95,000.00 ",,City-wide - Columbia Heights -,Columbia Heights,Anoka,2,41B,5/14/03,,12/31/04,,,,,7/10/03,,,,,,2003,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14250,SG2001-136,Northstar Ridge,City of Coon Rapids,0000020934A1,"Help construct a 56-unit rental townhome development, which will consist of three buildings, each with one- two- and three-bedroom units.  Thirty-eight of the units will be affordable to families at or below 50 percent of area median income.  In addition, the city intends to have 6 two-bedroom and 6 three-bedroom units available for project-based Section 8 through the Metro HRA.  These 12 units will be available for families with incomes as low as 30 percent of area median income.  The development has been awarded waivers for MCES SAC fees for the 38 affordable units, and Anoka County has awarded the development federal HOME funds.  The project has good access to transit and the proposed Northstar Commuter Rail Line.","Construction of 56 rental townhome housing units, 38 affordable",,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,101st St. and Dogwood - Coon Rapids,Coon Rapids,Anoka,9,37A,12/5/01,,12/31/03,,,,,1/31/01,,,,,,2001,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14206,SG1997-023,Parkside Apartments,City of Cottage Grove,0000020935A5,"Contribute to renovation of a 12-year-old, 72-unit apartment complex to make the living environment healthier and safer while helping the projects to remain affordable. The complex serves low-income families with incomes from 30 to 50 percent of median income.  Forty percent of the households are federal Section 8 rental assistance participants.",Rehabilitation of 72 affordable rental housing units,,N/A,Closed,," $	125,000.00 "," $	125,000.00 ",,7700 Hemmingway Ave. - Cottage Grove,Cottage Grove,Washington,12,54A,11/14/96,,,,,,,3/26/97,,,,,,1996,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14210,SG1997-097,Edenvale Townhomes,City of Eden Prairie,0000020939A2,"Assist with construction of 32 units of rental family townhomes in eight 4-unit buildings on 3.3 acres.  Each of the buildings will be focused on a central play area and tot lot.  Vehicular traffic will be kept to an exterior circulation pattern, allowing children to safely move about between their homes, the play area and their neighbors' homes.  The development is also linked to the city's trail system along Mitchell Road, again allowing easy movement on foot or by bike.  The townhomes, including five Hollman units, will be affordable to low income families.",Construction of 32 affordable townhome housing units,,N/A,Closed,," $	300,000.00 "," $	300,000.00 ",,SE quad. Valley View Rd. & Mitchell Rd. - Eden Prairie,Eden Prairie,Hennepin,3,48A,5/22/97,,,,,,,1/13/98,,,,,,1997,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14934,SG2010-121,Yorkdale Townhomes,City of Edina,0000020940A1,"The project involves the rehabilitation and preservation of a 90-unit development originally built in 1980. The development has a project-based Section 8 Housing Assistance Payment (HAP) contract for all of its units, and is in need of debt restructuring and a comprehensive rehabilitation of the entire development. Examples of the exterior and interior rehabilitation work include retaining walls and drainage for the site, new windows, kitchen cabinets, counters, and floors. The project consists of 10 one-bedroom units, 56 two-bedroom units, 20 three-bedroom units, and 4 four-bedroom units. All units will be affordable to households at 50% or less of area median income ($42,000 for a family of four). Rents (including utilities) range from $744 to $1,089. Local resources used to match the LHIA funds include $200,000 in CDBG funds that the city has dedicated to this project, as well as $500,000 in Hennepin County funds. LHIA funds will be used for eligible costs associated with rehabilitation of the units.",Rehabilitation of 90 townhome units,,N/A,Closed,2010-392," $	250,000.00 "," $	250,000.00 ",,York Avenue & 76th Street in Edina,Edina,Hennepin,5,49B,12/8/10,,12/31/12,,2/9/11,2/3/11,2/25/11,3/1/11,3/2/11,,,,,2010,11001744,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14253,SG2002-062,Town Square Apartments,City of Falcon Heights,0000020942A1,"Help develop 120 units of permanent rental housing for the local workforce as part of a mixed-use, transit-oriented project that will also include a 58-unit senior rental building and 15 for-sale townhomes.  The proposal is part of a compact urban town square on 4.5 acres near the southeast corner of Snelling and Larpenteur Avenues.  The proposed housing will consist of a 4-story apartment building with underground parking and 10,000 square feet of retail on the ground level. The site has excellent access to major bus routes, employment, services, retail and recreational opportunities.  A transit shelter will be included in the project and integrated with the single-family residential neighborhood.  The site is within walking distance of the areas three largest employers, including the University of Minnesota. Twenty-one percent of the units will be affordable to households at 30 percent of area median income, 23 percent affordable to households at 50 percent of median income, and 56 percent to those at 60 percent of median income.",Construction of 120 affordable rental housing units,,N/A,Closed,," $	300,000.00 "," $	300,000.00 ",,SE corner of Snelling and Larpenteur - Falcon Heights,Falcon Heights,Ramsey,10,66A,5/22/02,,12/31/03,,,,,7/16/02,,,,,,2002,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14265,SG2003-048,Falcon Heights Town Square Townhomes,City of Falcon Heights,0000020942A1,"This proposal involves the ownership housing component of the 189 unit, $30+ million Town Square redevelopment project in the city of Falcon Heights.,  The 14 ownership townhomes for which value gap assistance is being sought will complement the 119 unit rental building and the 56 unit senior rental housing being developed as a transit-oriented, mixed-use residential and commercial redevelopment of 4.5 acres in the city. This value gap assistance will help offset the costs of acquisition, demolition and asbestos abatement allowing the units to be affordable to households at no more than 115 percent of area median income ($88,205 for a family of four).  In 2000 the median household income in the city was $51,382. The city is contributing $2.5 million in TIF assistance to the entire redevelopment effort and Ramsey County has contributed $500,000.  The Council has previously awarded $1 million in LCA LCDA dollars to the redevelopment project and last year awarded $300,000 in LHIA funds to assist in closing the affordability gap for the 119 unit rental proposal.",Construction of 14 affordable ownership townhomes,Falcon Heights Town Center,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,sw corner of Snelling and Larpenteur Aves - Falcon Heights,Falcon Heights,Ramsey,10,66A,5/14/03,,12/31/04,,,,,7/10/03,,,,,,2003,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14936,SG2010-123,Forest Oak Apartments,City of Forest Lake,0000020944A1,"The project involves the new construction of a 36-unit, three-story elevator building with underground parking. The design is a ""V"" shaped single building, which will provide privacy and security while maximizing the existing view for the residents and the children's play area.
The project consists of 18 two-bedroom units, and 18 three-bedroom units. All units will be affordable to households at 50% or less of area median income ($42,000 for a family of four). Rents (including utilities) range from $800 to $925. Local resources used to match the LHIA funds include the city's $216,000 ALHOA contribution to the Washington County HRA. LHIA funds will be used for eligible construction costs of the units. Previous LCA grant awards for this development include a $500,000 LCDA grant in 2008 to acquire the land for this apartment complex.",Construction of 36 affordable rental housing units,Headwaters,N/A,Closed,2010-392," $	100,000.00 "," $	100,000.00 ",,19830 Forest Road North in Forest Lake,Forest Lake,Washington,12,39A,12/8/10,,12/31/12,,2/9/11,2/3/11,2/25/11,3/1/11,3/2/11,,,,,2010,11001745,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14284,SG2004-117,Forest Ridge Townhomes,City of Forest Lake,0000020944A1,"Forest Ridge Townhomes will be a 38-unit family rental townhome development to be constructed at 11th  Avenue and 4th Street SE in Forest Lake.  The project is seeking gap funding assistance from the MHIG to make units affordable to households, at or below 50 percent of area median income, and to include seven units affordable at rents that may be as low as 30 percent of area median income. Among the proposed 19 two-bedroom and 19 three-bedroom units, seven units would be specifically to provide permanent supportive housing for homeless single parents with emotional and/or chemical dependency problems.  Washington County will contribute $110,000 of federal HOME funds, while several non-profit or philanthropic sources will contribute over $200,000 to the development effort.",Construction of 38 affordable rental townhome housing units,,N/A,Closed,," $	225,000.00 "," $	225,000.00 ",,11th Ave at 4th St. SE - Forest Lake,Forest Lake,Washington,12,39A,11/10/04,,12/31/06,,,,,7/24/06,,,,,,2004,,01009,LHIA Historical Data,LHIA 
